Tiempo,Temperatura,Humedad,Presion
2023-01-01 00:00:00,33.82026172983832,55.55962679709798,1005.3353947328494
2023-01-01 00:01:00,27.000786041836115,58.924738873315306,1004.4401491795289
2023-01-01 00:02:00,29.893689920528697,45.77685175874729,1013.2306752947784
2023-01-01 00:03:00,36.204465996007286,51.04714029433284,1008.2081275988672
2023-01-01 00:04:00,34.33778995074984,52.28053325124067,1012.5959419352813
2023-01-01 00:05:00,20.113610600617946,52.01479946704433,1009.4807048200478
2023-01-01 00:06:00,29.750442087627945,55.4077358530039,1009.1460784964672
2023-01-01 00:07:00,24.24321395851151,31.819223696164304,1010.5957732956364
2023-01-01 00:08:00,24.48390574103221,49.50675929852427,1016.5179277732169
2023-01-01 00:09:00,27.05299250969186,52.39033601246765,1017.6457257388435
2023-01-01 00:10:00,25.72021785580439,39.99669651046295,1014.8558627632452
2023-01-01 00:11:00,32.27136753481488,66.73985707010709,1008.0508872522644
2023-01-01 00:12:00,28.805188625734967,51.61559267238168,1016.2181563772667
2023-01-01 00:13:00,25.608375082464143,65.6340474502893,1016.4444833330397
2023-01-01 00:14:00,27.21931616372713,42.09476978166923,1014.3732360180622
2023-01-01 00:15:00,26.668371636871335,40.92699878474673,1009.9818978199046
2023-01-01 00:16:00,32.47039536578803,52.24252220965682,1016.5442978768357
2023-01-01 00:17:00,23.974208681170996,33.21311637171343,1015.1140928733834
2023-01-01 00:18:00,26.565338508254506,52.14965590626093,997.4157170420044
2023-01-01 00:19:00,20.729521303491374,50.97219232002918,1016.2222601670552
2023-01-01 00:20:00,12.235050920829607,60.15665281542101,1003.4312866456925
2023-01-01 00:21:00,28.268092977201803,57.01041341165097,1016.3178078829569
2023-01-01 00:22:00,29.32218099429753,45.82522650114966,1012.2296380078758
2023-01-01 00:23:00,21.28917489796779,39.02503345229755,1018.968058403746
2023-01-01 00:24:00,36.34877311993804,67.12305221343297,1012.5091939439703
2023-01-01 00:25:00,17.728171627006176,42.0788497943485,1008.5669286997195
2023-01-01 00:26:00,25.22879258650723,39.54475442930534,1012.2632316770857
2023-01-01 00:27:00,24.064080749870833,39.151439405385545,1018.2990314746688
2023-01-01 00:28:00,32.66389607179229,61.173053155366645,1013.1312330893079
2023-01-01 00:29:00,32.346793849501424,44.81099795575148,1012.4283242006381
2023-01-01 00:30:00,25.77473712848458,42.46295533819399,1016.7177675775417
2023-01-01 00:31:00,26.890812598010868,51.376898259033474,1014.0517968331491
2023-01-01 00:32:00,20.561071261849435,47.93055289442709,1012.9703629708339
2023-01-01 00:33:00,15.096017658880365,43.21904539213753,1019.8303003420167
2023-01-01 00:34:00,23.26043925336924,57.53991466978479,1020.7755701602954
2023-01-01 00:35:00,25.7817448455199,60.653154920979944,1016.0666311316435
2023-01-01 00:36:00,31.151453403638605,59.85317508939867,1011.5702042425742
2023-01-01 00:37:00,31.011899243922056,57.66919669661199,1020.4845549676041
2023-01-01 00:38:00,23.06336591296024,54.02625531130035,1018.9155977866585
2023-01-01 00:39:00,23.488486247123323,32.24112000038171,1016.5944858276415
2023-01-01 00:40:00,19.757235174664537,66.69250806376968,1006.9196170962707
2023-01-01 00:41:00,17.899910314105124,53.01989210357553,1013.7033595165398
2023-01-01 00:42:00,16.468649046874937,56.08156427600642,1009.2816391264956
